path	strict_decode	format	core_spec	total	sort	bvar	const	app	lam	pi	let
npa-project-bsd/proofs/Proofs/Ai/EllipticCurve/ConcreteFractionRationalFunctionSetoidPointAdditionAssociativityAdjacentVerticalInverseChord/certificate.npcert	ok	NPA-CERT-0.2.0	NPA-Core-0.2.0	2271	1	20	102	1738	203	207	0
npa-project-bsd/proofs/Proofs/Ai/EllipticCurve/ConcreteFractionRationalFunctionSetoidPointAdditionAssociativityCoreCongruence/certificate.npcert	ok	NPA-CERT-0.2.0	NPA-Core-0.2.0	333	1	23	10	223	40	36	0
npa-project-bsd/proofs/Proofs/Ai/EllipticCurve/ConcreteFractionRationalFunctionSetoidPointAdditionAssociativityEquivalentOuterInputs/certificate.npcert	ok	NPA-CERT-0.2.0	NPA-Core-0.2.0	219	1	17	12	143	24	22	0
npa-project-bsd/proofs/Proofs/Ai/EllipticCurve/ConcreteFractionRationalFunctionSetoidPointAdditionAssociativityFourDistinctXChords/certificate.npcert	ok	NPA-CERT-0.2.0	NPA-Core-0.2.0	537	1	25	21	399	42	49	0
npa-project-bsd/proofs/Proofs/Ai/EllipticCurve/ConcreteFractionRationalFunctionSetoidPointAdditionAssociativityInfinity/certificate.npcert	ok	NPA-CERT-0.2.0	NPA-Core-0.2.0	208	1	13	10	124	24	36	0
npa-project-bsd/proofs/Proofs/Ai/EllipticCurve/ConcreteFractionRationalFunctionSetoidPointAdditionAssociativityOrderFourTorsion/certificate.npcert	ok	NPA-CERT-0.2.0	NPA-Core-0.2.0	5601	1	20	219	4235	578	548	0
npa-project-bsd/proofs/Proofs/Ai/EllipticCurve/ConcreteFractionRationalFunctionSetoidPointAdditionAssociativityPalindromic/certificate.npcert	ok	NPA-CERT-0.2.0	NPA-Core-0.2.0	128	1	13	8	83	10	13	0
npa-project-bsd/proofs/Proofs/Ai/EllipticCurve/ConcreteFractionRationalFunctionSetoidPointAdditionAssociativityReduction/certificate.npcert	ok	NPA-CERT-0.2.0	NPA-Core-0.2.0	642	1	22	17	377	116	109	0
npa-project-bsd/proofs/Proofs/Ai/EllipticCurve/ConcreteFractionRationalFunctionSetoidPointAdditionAssociativityRepeatedFirstTangentChord/certificate.npcert	ok	NPA-CERT-0.2.0	NPA-Core-0.2.0	7988	1	21	268	6019	830	849	0
npa-project-bsd/proofs/Proofs/Ai/EllipticCurve/ConcreteFractionRationalFunctionSetoidPointAdditionAssociativityTwoInnerChordsDistinctThirdEquivalentFirst/certificate.npcert	ok	NPA-CERT-0.2.0	NPA-Core-0.2.0	216	0	16	18	150	16	16	0
npa-project-bsd/proofs/Proofs/Ai/EllipticCurve/ConcreteFractionRationalFunctionSetoidPointAdditionAssociativityTwoInnerChordsDistinctThirdVerticalInverseFirst/certificate.npcert	ok	NPA-CERT-0.2.0	NPA-Core-0.2.0	223	0	16	19	156	16	16	0
npa-project-bsd/proofs/Proofs/Ai/EllipticCurve/ConcreteFractionRationalFunctionSetoidPointAdditionAssociativityTwoInnerChordsEquivalentOuterInputs/certificate.npcert	ok	NPA-CERT-0.2.0	NPA-Core-0.2.0	581	1	25	22	444	46	43	0
npa-project-bsd/proofs/Proofs/Ai/EllipticCurve/ConcreteFractionRationalFunctionSetoidPointAdditionAssociativityTwoInnerChordsEquivalentThirdDistinctFirst/certificate.npcert	ok	NPA-CERT-0.2.0	NPA-Core-0.2.0	644	1	25	26	503	45	44	0
npa-project-bsd/proofs/Proofs/Ai/EllipticCurve/ConcreteFractionRationalFunctionSetoidPointAdditionAssociativityTwoInnerChordsEquivalentThirdVerticalInverseFirst/certificate.npcert	ok	NPA-CERT-0.2.0	NPA-Core-0.2.0	632	1	25	34	491	40	41	0
npa-project-bsd/proofs/Proofs/Ai/EllipticCurve/ConcreteFractionRationalFunctionSetoidPointAdditionAssociativityTwoInnerChordsVerticalInverseOuterInputs/certificate.npcert	ok	NPA-CERT-0.2.0	NPA-Core-0.2.0	342	1	25	19	254	18	25	0
npa-project-bsd/proofs/Proofs/Ai/EllipticCurve/ConcreteFractionRationalFunctionSetoidPointAdditionAssociativityTwoInnerChordsVerticalInverseThirdDistinctFirst/certificate.npcert	ok	NPA-CERT-0.2.0	NPA-Core-0.2.0	650	0	18	52	490	46	44	0
npa-project-bsd/proofs/Proofs/Ai/EllipticCurve/ConcreteFractionRationalFunctionSetoidPointAdditionAssociativityTwoInnerChordsVerticalInverseThirdEquivalentFirst/certificate.npcert	ok	NPA-CERT-0.2.0	NPA-Core-0.2.0	245	0	16	17	180	16	16	0
npa-project-bsd/proofs/Proofs/Ai/EllipticCurve/ConcreteFractionRationalFunctionSetoidPointAdditionCancellation/certificate.npcert	ok	NPA-CERT-0.2.0	NPA-Core-0.2.0	1090	0	23	47	831	111	78	0
npa-project-bsd/proofs/Proofs/Ai/EllipticCurve/ConcreteFractionRationalFunctionSetoidPointAdditionCommutativity/certificate.npcert	ok	NPA-CERT-0.2.0	NPA-Core-0.2.0	373	0	10	26	227	98	12	0
npa-project-bsd/proofs/Proofs/Ai/EllipticCurve/ConcreteFractionRationalFunctionSetoidPointAdditionCongruence/certificate.npcert	ok	NPA-CERT-0.2.0	NPA-Core-0.2.0	1058	1	23	33	707	206	88	0
npa-project-bsd/proofs/Proofs/Ai/EllipticCurve/ConcreteFractionRationalFunctionSetoidPointAdditionRelation/certificate.npcert	ok	NPA-CERT-0.2.0	NPA-Core-0.2.0	213	1	10	10	108	32	52	0
npa-project-bsd/proofs/Proofs/Ai/EllipticCurve/ConcreteFractionRationalFunctionShortWeierstrass/certificate.npcert	ok	NPA-CERT-0.2.0	NPA-Core-0.2.0	302	1	13	19	193	39	37	0
npa-project-bsd/proofs/Proofs/Ai/EllipticCurve/ConcreteFractionRationalFunctionShortWeierstrassCubicFactorization/certificate.npcert	ok	NPA-CERT-0.2.0	NPA-Core-0.2.0	639	0	5	33	557	23	21	0
npa-project-bsd/proofs/Proofs/Ai/EllipticCurve/ConcreteFractionRationalFunctionShortWeierstrassDiscriminant/certificate.npcert	ok	NPA-CERT-0.2.0	NPA-Core-0.2.0	145	1	7	21	82	17	17	0
npa-project-bsd/proofs/Proofs/Ai/EllipticCurve/ConcreteFractionRationalFunctionShortWeierstrassPointCarrier/certificate.npcert	ok	NPA-CERT-0.2.0	NPA-Core-0.2.0	494	3	13	19	265	83	111	0
npa-project-bsd/proofs/Proofs/Ai/EllipticCurve/ConcreteFractionRationalFunctionTangentBranchClassification/certificate.npcert	ok	NPA-CERT-0.2.0	NPA-Core-0.2.0	114	1	9	19	62	11	12	0
npa-project-bsd/proofs/Proofs/Ai/EllipticCurve/ConcreteFractionRationalFunctionXCoordinateClassification/certificate.npcert	ok	NPA-CERT-0.2.0	NPA-Core-0.2.0	47	1	6	8	19	6	7	0
npa-project-bsd/proofs/Proofs/Ai/EllipticCurve/ConcreteRationalAdmissibleGeneralWeierstrassChange/certificate.npcert	ok	NPA-CERT-0.2.0	NPA-Core-0.2.0	286	2	7	24	170	50	33	0
npa-project-bsd/proofs/Proofs/Ai/EllipticCurve/ConcreteRationalEllipticCurveOverQ/certificate.npcert	ok	NPA-CERT-0.2.0	NPA-Core-0.2.0	157	3	7	20	65	28	34	0
npa-project-bsd/proofs/Proofs/Ai/EllipticCurve/ConcreteRationalEllipticCurveOverQBSDLedgerFieldIsomorphismInvariance/certificate.npcert	ok	NPA-CERT-0.2.0	NPA-Core-0.2.0	376	1	13	40	199	43	80	0
npa-project-bsd/proofs/Proofs/Ai/EllipticCurve/ConcreteRationalEllipticCurveOverQBSDLedgerWellDefined/certificate.npcert	ok	NPA-CERT-0.2.0	NPA-Core-0.2.0	60	1	3	13	34	7	2	0
npa-project-bsd/proofs/Proofs/Ai/EllipticCurve/ConcreteRationalEllipticCurveOverQBSDNormalization/certificate.npcert	ok	NPA-CERT-0.2.0	NPA-Core-0.2.0	243	3	13	13	66	47	101	0
npa-project-bsd/proofs/Proofs/Ai/EllipticCurve/ConcreteRationalEllipticCurveOverQComparison/certificate.npcert	ok	NPA-CERT-0.2.0	NPA-Core-0.2.0	3321	3	11	211	2226	517	353	0
npa-project-bsd/proofs/Proofs/Ai/EllipticCurve/ConcreteRationalEllipticCurveOverQComplexUniformization/certificate.npcert	ok	NPA-CERT-0.2.0	NPA-Core-0.2.0	130	2	7	11	51	15	44	0
npa-project-bsd/proofs/Proofs/Ai/EllipticCurve/ConcreteRationalEllipticCurveOverQConductorInvariance/certificate.npcert	ok	NPA-CERT-0.2.0	NPA-Core-0.2.0	172	3	7	12	79	33	38	0
npa-project-bsd/proofs/Proofs/Ai/EllipticCurve/ConcreteRationalEllipticCurveOverQDifferentialRealPeriodInvariance/certificate.npcert	ok	NPA-CERT-0.2.0	NPA-Core-0.2.0	416	3	11	25	232	69	76	0
npa-project-bsd/proofs/Proofs/Ai/EllipticCurve/ConcreteRationalEllipticCurveOverQFiniteFieldEulerFactor/certificate.npcert	ok	NPA-CERT-0.3.0	NPA-Core-0.3.0	2889	3	22	130	1597	575	562	0
npa-project-bsd/proofs/Proofs/Ai/EllipticCurve/ConcreteRationalEllipticCurveOverQFiniteFieldReduction/certificate.npcert	ok	NPA-CERT-0.3.0	NPA-Core-0.3.0	579	1	32	33	331	89	93	0
npa-project-bsd/proofs/Proofs/Ai/EllipticCurve/ConcreteRationalEllipticCurveOverQFiniteFieldShortDiscriminantZeroSingularSearchConverse/certificate.npcert	ok	NPA-CERT-0.3.0	NPA-Core-0.3.0	3896	2	14	221	2859	465	335	0
npa-project-bsd/proofs/Proofs/Ai/EllipticCurve/ConcreteRationalEllipticCurveOverQFiniteFieldShortDiscriminantZeroSingularWitness/certificate.npcert	ok	NPA-CERT-0.3.0	NPA-Core-0.3.0	2428	0	13	139	1827	250	199	0
npa-project-bsd/proofs/Proofs/Ai/EllipticCurve/ConcreteRationalEllipticCurveOverQFiniteFieldShortDiscriminantZeroSingularWitnessZeroFactor/certificate.npcert	ok	NPA-CERT-0.3.0	NPA-Core-0.3.0	442	1	10	44	344	23	20	0
npa-project-bsd/proofs/Proofs/Ai/EllipticCurve/ConcreteRationalEllipticCurveOverQGlobalMinimality/certificate.npcert	ok	NPA-CERT-0.2.0	NPA-Core-0.2.0	2591	3	17	167	1498	451	455	0
npa-project-bsd/proofs/Proofs/Ai/EllipticCurve/ConcreteRationalEllipticCurveOverQGlobalMinimalityPrimeDecision/certificate.npcert	ok	NPA-CERT-0.2.0	NPA-Core-0.2.0	1072	2	20	81	682	182	105	0
npa-project-bsd/proofs/Proofs/Ai/EllipticCurve/ConcreteRationalEllipticCurveOverQGlobalNeronTateHeight/certificate.npcert	ok	NPA-CERT-0.2.0	NPA-Core-0.2.0	100	2	5	14	37	12	30	0
npa-project-bsd/proofs/Proofs/Ai/EllipticCurve/ConcreteRationalEllipticCurveOverQIntegralDiscriminant/certificate.npcert	ok	NPA-CERT-0.2.0	NPA-Core-0.2.0	1020	0	10	69	528	224	189	0
npa-project-bsd/proofs/Proofs/Ai/EllipticCurve/ConcreteRationalEllipticCurveOverQIntegralModel/certificate.npcert	ok	NPA-CERT-0.2.0	NPA-Core-0.2.0	272	3	11	25	109	53	71	0
npa-project-bsd/proofs/Proofs/Ai/EllipticCurve/ConcreteRationalEllipticCurveOverQIntegralModelDenominatorClearing/certificate.npcert	ok	NPA-CERT-0.2.0	NPA-Core-0.2.0	245	0	4	27	182	17	15	0
npa-project-bsd/proofs/Proofs/Ai/EllipticCurve/ConcreteRationalEllipticCurveOverQIntegralModelIntegerRepresentatives/certificate.npcert	ok	NPA-CERT-0.2.0	NPA-Core-0.2.0	197	2	8	12	71	65	39	0
npa-project-bsd/proofs/Proofs/Ai/EllipticCurve/ConcreteRationalEllipticCurveOverQIntegralModelScaling/certificate.npcert	ok	NPA-CERT-0.2.0	NPA-Core-0.2.0	922	0	6	71	563	177	105	0
npa-project-bsd/proofs/Proofs/Ai/EllipticCurve/ConcreteRationalEllipticCurveOverQIntegralModelScalingEquivalence/certificate.npcert	ok	NPA-CERT-0.2.0	NPA-Core-0.2.0	3134	0	9	286	2208	352	279	0
npa-project-bsd/proofs/Proofs/Ai/EllipticCurve/ConcreteRationalEllipticCurveOverQInvariantDifferential/certificate.npcert	ok	NPA-CERT-0.2.0	NPA-Core-0.2.0	242	3	7	33	101	41	57	0
npa-project-bsd/proofs/Proofs/Ai/EllipticCurve/ConcreteRationalEllipticCurveOverQIsogeny/certificate.npcert	ok	NPA-CERT-0.2.0	NPA-Core-0.2.0	109	2	6	8	41	20	32	0
npa-project-bsd/proofs/Proofs/Ai/EllipticCurve/ConcreteRationalEllipticCurveOverQIsogenyComposition/certificate.npcert	ok	NPA-CERT-0.2.0	NPA-Core-0.2.0	94	0	8	9	51	15	11	0
npa-project-bsd/proofs/Proofs/Ai/EllipticCurve/ConcreteRationalEllipticCurveOverQIsogenyIdentity/certificate.npcert	ok	NPA-CERT-0.2.0	NPA-Core-0.2.0	42	0	3	8	21	7	3	0
npa-project-bsd/proofs/Proofs/Ai/EllipticCurve/ConcreteRationalEllipticCurveOverQLocalCanonicalHeight/certificate.npcert	ok	NPA-CERT-0.2.0	NPA-Core-0.2.0	123	2	7	12	46	18	38	0
npa-project-bsd/proofs/Proofs/Ai/EllipticCurve/ConcreteRationalEllipticCurveOverQLocalEulerFactor/certificate.npcert	ok	NPA-CERT-0.3.0	NPA-Core-0.3.0	443	2	8	47	224	79	83	0
npa-project-bsd/proofs/Proofs/Ai/EllipticCurve/ConcreteRationalEllipticCurveOverQLocalEulerFactorInvariance/certificate.npcert	ok	NPA-CERT-0.2.0	NPA-Core-0.2.0	173	3	7	13	79	33	38	0
npa-project-bsd/proofs/Proofs/Ai/EllipticCurve/ConcreteRationalEllipticCurveOverQLocalMinimality/certificate.npcert	ok	NPA-CERT-0.2.0	NPA-Core-0.2.0	3695	3	17	222	2274	571	608	0
npa-project-bsd/proofs/Proofs/Ai/EllipticCurve/ConcreteRationalEllipticCurveOverQLocalMinimalityDescent/certificate.npcert	ok	NPA-CERT-0.2.0	NPA-Core-0.2.0	417	2	13	43	224	60	75	0
npa-project-bsd/proofs/Proofs/Ai/EllipticCurve/ConcreteRationalEllipticCurveOverQLocalMinimalityDivisibilityDecision/certificate.npcert	ok	NPA-CERT-0.2.0	NPA-Core-0.2.0	568	3	7	57	332	88	81	0
npa-project-bsd/proofs/Proofs/Ai/EllipticCurve/ConcreteRationalEllipticCurveOverQLocalMinimalityFiniteTranslationDescent/certificate.npcert	ok	NPA-CERT-0.2.0	NPA-Core-0.2.0	996	1	18	75	627	185	90	0
npa-project-bsd/proofs/Proofs/Ai/EllipticCurve/ConcreteRationalEllipticCurveOverQLocalMinimalityFiniteTranslationSearch/certificate.npcert	ok	NPA-CERT-0.2.0	NPA-Core-0.2.0	581	1	11	44	305	150	70	0
npa-project-bsd/proofs/Proofs/Ai/EllipticCurve/ConcreteRationalEllipticCurveOverQLocalMinimalityFiniteTranslationSearchCompleteness/certificate.npcert	ok	NPA-CERT-0.2.0	NPA-Core-0.2.0	922	2	16	66	515	217	106	0
npa-project-bsd/proofs/Proofs/Ai/EllipticCurve/ConcreteRationalEllipticCurveOverQLocalMinimalityInitialState/certificate.npcert	ok	NPA-CERT-0.2.0	NPA-Core-0.2.0	1012	0	8	112	669	117	106	0
npa-project-bsd/proofs/Proofs/Ai/EllipticCurve/ConcreteRationalEllipticCurveOverQLocalMinimalityIntegerCongruence/certificate.npcert	ok	NPA-CERT-0.2.0	NPA-Core-0.2.0	972	1	11	42	674	132	112	0
npa-project-bsd/proofs/Proofs/Ai/EllipticCurve/ConcreteRationalEllipticCurveOverQLocalMinimalityIntegerPrimePowerMaximality/certificate.npcert	ok	NPA-CERT-0.2.0	NPA-Core-0.2.0	320	2	11	31	171	57	48	0
npa-project-bsd/proofs/Proofs/Ai/EllipticCurve/ConcreteRationalEllipticCurveOverQLocalMinimalityIntegerPrimePowerSearch/certificate.npcert	ok	NPA-CERT-0.2.0	NPA-Core-0.2.0	220	2	6	30	110	32	40	0
npa-project-bsd/proofs/Proofs/Ai/EllipticCurve/ConcreteRationalEllipticCurveOverQLocalMinimalityPrimePowerBound/certificate.npcert	ok	NPA-CERT-0.2.0	NPA-Core-0.2.0	185	1	8	26	122	16	12	0
npa-project-bsd/proofs/Proofs/Ai/EllipticCurve/ConcreteRationalEllipticCurveOverQLocalMinimalityTranslatedCoefficientCongruence/certificate.npcert	ok	NPA-CERT-0.2.0	NPA-Core-0.2.0	1181	0	19	36	787	178	161	0
npa-project-bsd/proofs/Proofs/Ai/EllipticCurve/ConcreteRationalEllipticCurveOverQLocalMinimalityTranslatedCoefficientCongruenceData/certificate.npcert	ok	NPA-CERT-0.2.0	NPA-Core-0.2.0	1087	0	19	36	724	154	154	0
npa-project-bsd/proofs/Proofs/Ai/EllipticCurve/ConcreteRationalEllipticCurveOverQLocalMinimalityTranslatedCoefficientRepresentatives/certificate.npcert	ok	NPA-CERT-0.2.0	NPA-Core-0.2.0	546	0	8	43	327	84	84	0
npa-project-bsd/proofs/Proofs/Ai/EllipticCurve/ConcreteRationalEllipticCurveOverQLocalMinimalityTranslatedWeightedCoefficientCongruenceTransport/certificate.npcert	ok	NPA-CERT-0.2.0	NPA-Core-0.2.0	744	0	32	63	514	71	64	0
npa-project-bsd/proofs/Proofs/Ai/EllipticCurve/ConcreteRationalEllipticCurveOverQLocalMinimalityTranslatedWeightedCoefficientDecision/certificate.npcert	ok	NPA-CERT-0.2.0	NPA-Core-0.2.0	304	1	8	39	168	64	24	0
npa-project-bsd/proofs/Proofs/Ai/EllipticCurve/ConcreteRationalEllipticCurveOverQLocalMinimalityTranslatedWeightedCoefficientDescentTarget/certificate.npcert	ok	NPA-CERT-0.2.0	NPA-Core-0.2.0	944	0	10	96	512	163	163	0
npa-project-bsd/proofs/Proofs/Ai/EllipticCurve/ConcreteRationalEllipticCurveOverQLocalMinimalityTranslatedWeightedCoefficientNecessity/certificate.npcert	ok	NPA-CERT-0.2.0	NPA-Core-0.2.0	2010	1	34	120	1429	199	227	0
npa-project-bsd/proofs/Proofs/Ai/EllipticCurve/ConcreteRationalEllipticCurveOverQLocalMinimalityTranslatedWeightedCoefficientTerminality/certificate.npcert	ok	NPA-CERT-0.2.0	NPA-Core-0.2.0	1408	3	17	74	635	288	391	0
npa-project-bsd/proofs/Proofs/Ai/EllipticCurve/ConcreteRationalEllipticCurveOverQLocalMinimalityWeightedCoefficientDecision/certificate.npcert	ok	NPA-CERT-0.2.0	NPA-Core-0.2.0	1550	2	20	64	766	301	397	0
npa-project-bsd/proofs/Proofs/Ai/EllipticCurve/ConcreteRationalEllipticCurveOverQLocalMinimalityWeightedCoefficientDescentTarget/certificate.npcert	ok	NPA-CERT-0.2.0	NPA-Core-0.2.0	716	0	7	94	416	110	89	0
npa-project-bsd/proofs/Proofs/Ai/EllipticCurve/ConcreteRationalEllipticCurveOverQLocalMinimalityWeightedCoefficientScaling/certificate.npcert	ok	NPA-CERT-0.2.0	NPA-Core-0.2.0	879	0	10	113	594	82	80	0
npa-project-bsd/proofs/Proofs/Ai/EllipticCurve/ConcreteRationalEllipticCurveOverQLocalNeronComponentGroup/certificate.npcert	ok	NPA-CERT-0.2.0	NPA-Core-0.2.0	199	3	9	12	90	32	53	0
npa-project-bsd/proofs/Proofs/Ai/EllipticCurve/ConcreteRationalEllipticCurveOverQLocalNeronComponentGroupFiniteness/certificate.npcert	ok	NPA-CERT-0.2.0	NPA-Core-0.2.0	117	1	7	11	46	12	40	0
npa-project-bsd/proofs/Proofs/Ai/EllipticCurve/ConcreteRationalEllipticCurveOverQLocalNeronIdentityComponent/certificate.npcert	ok	NPA-CERT-0.2.0	NPA-Core-0.2.0	100	2	6	9	35	14	34	0
npa-project-bsd/proofs/Proofs/Ai/EllipticCurve/ConcreteRationalEllipticCurveOverQLocalNeronModel/certificate.npcert	ok	NPA-CERT-0.2.0	NPA-Core-0.2.0	89	2	6	9	31	12	29	0
npa-project-bsd/proofs/Proofs/Ai/EllipticCurve/ConcreteRationalEllipticCurveOverQLocalNeronTamagawaNumber/certificate.npcert	ok	NPA-CERT-0.2.0	NPA-Core-0.2.0	45	0	4	8	17	8	8	0
npa-project-bsd/proofs/Proofs/Ai/EllipticCurve/ConcreteRationalEllipticCurveOverQLocalNeronTamagawaNumberInvariance/certificate.npcert	ok	NPA-CERT-0.2.0	NPA-Core-0.2.0	272	3	12	15	146	45	51	0
npa-project-bsd/proofs/Proofs/Ai/EllipticCurve/ConcreteRationalEllipticCurveOverQLocalNormalizedNeronDifferential/certificate.npcert	ok	NPA-CERT-0.2.0	NPA-Core-0.2.0	182	2	6	20	72	40	42	0
npa-project-bsd/proofs/Proofs/Ai/EllipticCurve/ConcreteRationalEllipticCurveOverQLocalReductionType/certificate.npcert	ok	NPA-CERT-0.3.0	NPA-Core-0.3.0	1366	3	10	134	672	277	270	0
npa-project-bsd/proofs/Proofs/Ai/EllipticCurve/ConcreteRationalEllipticCurveOverQLocalSingularSearchConstruction/certificate.npcert	ok	NPA-CERT-0.3.0	NPA-Core-0.3.0	172	0	12	20	116	13	11	0
npa-project-bsd/proofs/Proofs/Ai/EllipticCurve/ConcreteRationalEllipticCurveOverQLocalSingularTranslationConverse/certificate.npcert	ok	NPA-CERT-0.3.0	NPA-Core-0.3.0	872	1	11	56	639	84	81	0
npa-project-bsd/proofs/Proofs/Ai/EllipticCurve/ConcreteRationalEllipticCurveOverQLocalTateDiscriminantDivisibilityConverse/certificate.npcert	ok	NPA-CERT-0.3.0	NPA-Core-0.3.0	267	0	9	32	165	31	30	0
npa-project-bsd/proofs/Proofs/Ai/EllipticCurve/ConcreteRationalEllipticCurveOverQLocalTateDiscriminantZeroOfSingularSearch/certificate.npcert	ok	NPA-CERT-0.3.0	NPA-Core-0.3.0	6860	0	14	268	4253	1222	1103	0
npa-project-bsd/proofs/Proofs/Ai/EllipticCurve/ConcreteRationalEllipticCurveOverQLocalTateKodairaWitness/certificate.npcert	ok	NPA-CERT-0.3.0	NPA-Core-0.3.0	9014	2	13	456	6524	1101	918	0
npa-project-bsd/proofs/Proofs/Ai/EllipticCurve/ConcreteRationalEllipticCurveOverQModelEquivalenceAdditionTransport/certificate.npcert	ok	NPA-CERT-0.2.0	NPA-Core-0.2.0	6492	1	25	254	4381	1006	825	0
npa-project-bsd/proofs/Proofs/Ai/EllipticCurve/ConcreteRationalEllipticCurveOverQModelEquivalencePointTransport/certificate.npcert	ok	NPA-CERT-0.2.0	NPA-Core-0.2.0	465	0	12	47	297	78	31	0
npa-project-bsd/proofs/Proofs/Ai/EllipticCurve/ConcreteRationalEllipticCurveOverQModelEquivalenceTorsionTransport/certificate.npcert	ok	NPA-CERT-0.2.0	NPA-Core-0.2.0	2831	1	18	139	2118	343	212	0
npa-project-bsd/proofs/Proofs/Ai/EllipticCurve/ConcreteRationalEllipticCurveOverQMordellWeilFiniteGeneration/certificate.npcert	ok	NPA-CERT-0.2.0	NPA-Core-0.2.0	45	1	4	4	12	7	17	0
npa-project-bsd/proofs/Proofs/Ai/EllipticCurve/ConcreteRationalEllipticCurveOverQMordellWeilFreeQuotient/certificate.npcert	ok	NPA-CERT-0.2.0	NPA-Core-0.2.0	178	3	7	13	81	33	41	0
npa-project-bsd/proofs/Proofs/Ai/EllipticCurve/ConcreteRationalEllipticCurveOverQMordellWeilHeightRegulatorInvariance/certificate.npcert	ok	NPA-CERT-0.2.0	NPA-Core-0.2.0	716	3	15	23	448	118	109	0
npa-project-bsd/proofs/Proofs/Ai/EllipticCurve/ConcreteRationalEllipticCurveOverQMordellWeilNeronTateHeightPositivity/certificate.npcert	ok	NPA-CERT-0.2.0	NPA-Core-0.2.0	106	3	4	15	46	12	26	0
npa-project-bsd/proofs/Proofs/Ai/EllipticCurve/ConcreteRationalEllipticCurveOverQMordellWeilNeronTatePairing/certificate.npcert	ok	NPA-CERT-0.2.0	NPA-Core-0.2.0	150	2	6	13	68	16	45	0
npa-project-bsd/proofs/Proofs/Ai/EllipticCurve/ConcreteRationalEllipticCurveOverQMordellWeilRegulator/certificate.npcert	ok	NPA-CERT-0.2.0	NPA-Core-0.2.0	135	3	6	11	49	18	48	0
npa-project-bsd/proofs/Proofs/Ai/EllipticCurve/ConcreteRationalEllipticCurveOverQNormalizedRealPeriod/certificate.npcert	ok	NPA-CERT-0.2.0	NPA-Core-0.2.0	250	2	11	15	112	39	71	0
npa-project-bsd/proofs/Proofs/Ai/EllipticCurve/ConcreteRationalEllipticCurveOverQPoint/certificate.npcert	ok	NPA-CERT-0.2.0	NPA-Core-0.2.0	213	3	12	13	106	0	79	0
npa-project-bsd/proofs/Proofs/Ai/EllipticCurve/ConcreteRationalEllipticCurveOverQPointGroup/certificate.npcert	ok	NPA-CERT-0.2.0	NPA-Core-0.2.0	217	1	14	18	140	7	37	0
npa-project-bsd/proofs/Proofs/Ai/EllipticCurve/ConcreteRationalEllipticCurveOverQPrimeResidueFieldPointCount/certificate.npcert	ok	NPA-CERT-0.3.0	NPA-Core-0.3.0	2726	3	21	158	2126	225	193	0
npa-project-bsd/proofs/Proofs/Ai/EllipticCurve/ConcreteRationalEllipticCurveOverQRealComponents/certificate.npcert	ok	NPA-CERT-0.2.0	NPA-Core-0.2.0	151	2	7	13	55	25	49	0
npa-project-bsd/proofs/Proofs/Ai/EllipticCurve/ConcreteRationalEllipticCurveOverQTorsion/certificate.npcert	ok	NPA-CERT-0.2.0	NPA-Core-0.2.0	826	3	22	33	455	149	164	0
npa-project-bsd/proofs/Proofs/Ai/EllipticCurve/ConcreteRationalEllipticCurveOverQTorsionOrderInvariance/certificate.npcert	ok	NPA-CERT-0.2.0	NPA-Core-0.2.0	328	3	12	19	148	59	87	0
npa-project-bsd/proofs/Proofs/Ai/EllipticCurve/ConcreteRationalEllipticCurveOverQTorsionSubgroup/certificate.npcert	ok	NPA-CERT-0.2.0	NPA-Core-0.2.0	74	1	6	9	28	16	14	0
npa-project-bsd/proofs/Proofs/Ai/EllipticCurve/ConcreteRationalGeneralWeierstrassCoefficientChange/certificate.npcert	ok	NPA-CERT-0.2.0	NPA-Core-0.2.0	622	1	9	55	463	38	56	0
npa-project-bsd/proofs/Proofs/Ai/EllipticCurve/ConcreteRationalGeneralWeierstrassCoefficientChangeComposition/certificate.npcert	ok	NPA-CERT-0.2.0	NPA-Core-0.2.0	14255	0	24	517	9918	2305	1491	0
npa-project-bsd/proofs/Proofs/Ai/EllipticCurve/ConcreteRationalGeneralWeierstrassCoefficients/certificate.npcert	ok	NPA-CERT-0.2.0	NPA-Core-0.2.0	76	2	6	4	18	31	15	0
npa-project-bsd/proofs/Proofs/Ai/EllipticCurve/ConcreteRationalGeneralWeierstrassCorrectionParameterTransport/certificate.npcert	ok	NPA-CERT-0.2.0	NPA-Core-0.2.0	490	0	6	22	414	24	24	0
npa-project-bsd/proofs/Proofs/Ai/EllipticCurve/ConcreteRationalGeneralWeierstrassDiscriminant/certificate.npcert	ok	NPA-CERT-0.2.0	NPA-Core-0.2.0	237	1	1	26	166	27	16	0
npa-project-bsd/proofs/Proofs/Ai/EllipticCurve/ConcreteRationalGeneralWeierstrassDiscriminantChange/certificate.npcert	ok	NPA-CERT-0.2.0	NPA-Core-0.2.0	7820	1	12	561	5765	809	672	0
npa-project-bsd/proofs/Proofs/Ai/EllipticCurve/ConcreteRationalGeneralWeierstrassDiscriminantScaling/certificate.npcert	ok	NPA-CERT-0.2.0	NPA-Core-0.2.0	6503	0	16	368	4395	895	829	0
npa-project-bsd/proofs/Proofs/Ai/EllipticCurve/ConcreteRationalGeneralWeierstrassDiscriminantTranslation/certificate.npcert	ok	NPA-CERT-0.3.0	NPA-Core-0.3.0	141	0	6	25	90	10	10	0
