path	strict_decode	format	core_spec	total	sort	bvar	const	app	lam	pi	let
npa-project-iut/proofs/Proofs/Ai/Iut/Foundation/ArithmeticGeometry/AbcTripleLegendreOddPrimeReciprocalJEncodedAwayTraceDivisorTerms/certificate.npcert	ok	NPA-CERT-0.3.0	NPA-Core-0.3.0	722	1	22	48	487	92	72	0
npa-project-iut/proofs/Proofs/Ai/Iut/Foundation/ArithmeticGeometry/AbcTripleLegendreOddPrimeReciprocalJEncodedAwayTraceHeightContributionCertificate/certificate.npcert	ok	NPA-CERT-0.3.0	NPA-Core-0.3.0	310	1	19	29	173	56	32	0
npa-project-iut/proofs/Proofs/Ai/Iut/Foundation/ArithmeticGeometry/AbcTripleLegendreOddPrimeReciprocalJEncodedAwayTraceRealization/certificate.npcert	ok	NPA-CERT-0.3.0	NPA-Core-0.3.0	818	1	18	50	504	119	126	0
npa-project-iut/proofs/Proofs/Ai/Iut/Foundation/ArithmeticGeometry/AbcTripleLegendreOddPrimeReciprocalJExactDenominatorCertificateComposition/certificate.npcert	ok	NPA-CERT-0.3.0	NPA-Core-0.3.0	500	1	15	38	307	63	76	0
npa-project-iut/proofs/Proofs/Ai/Iut/Foundation/ArithmeticGeometry/AbcTripleLegendreOddPrimeReciprocalJInverseIdentification/certificate.npcert	ok	NPA-CERT-0.3.0	NPA-Core-0.3.0	446	1	20	35	305	40	45	0
npa-project-iut/proofs/Proofs/Ai/Iut/Foundation/ArithmeticGeometry/AbcTripleLegendreOddPrimeReciprocalJLocalParameterSynchronization/certificate.npcert	ok	NPA-CERT-0.3.0	NPA-Core-0.3.0	268	1	11	20	151	41	44	0
npa-project-iut/proofs/Proofs/Ai/Iut/Foundation/ArithmeticGeometry/AbcTripleLegendreOddPrimeReciprocalJPositivePowerExactOrderGrowth/certificate.npcert	ok	NPA-CERT-0.3.0	NPA-Core-0.3.0	433	1	16	27	247	61	81	0
npa-project-iut/proofs/Proofs/Ai/Iut/Foundation/ArithmeticGeometry/AbcTripleLegendreOddPrimeReciprocalJPrimeAdicParameterCandidate/certificate.npcert	ok	NPA-CERT-0.3.0	NPA-Core-0.3.0	713	1	17	72	419	103	101	0
npa-project-iut/proofs/Proofs/Ai/Iut/Foundation/ArithmeticGeometry/AbcTripleLegendreOddPrimeReciprocalJTopologicalNilpotence/certificate.npcert	ok	NPA-CERT-0.3.0	NPA-Core-0.3.0	381	1	16	33	227	46	58	0
npa-project-iut/proofs/Proofs/Ai/Iut/Foundation/ArithmeticGeometry/AbcTripleLegendreOddPrimeScaledC4UnitOrder/certificate.npcert	ok	NPA-CERT-0.3.0	NPA-Core-0.3.0	541	1	14	77	334	55	60	0
npa-project-iut/proofs/Proofs/Ai/Iut/Foundation/ArithmeticGeometry/AbcTripleLegendreOddPrimeScaledDiscriminantExactOrder/certificate.npcert	ok	NPA-CERT-0.3.0	NPA-Core-0.3.0	537	0	13	58	376	54	36	0
npa-project-iut/proofs/Proofs/Ai/Iut/Foundation/ArithmeticGeometry/AbcTripleLegendreOddPrimeScaledRealizedTangentCones/certificate.npcert	ok	NPA-CERT-0.3.0	NPA-Core-0.3.0	124	0	7	18	71	14	14	0
npa-project-iut/proofs/Proofs/Ai/Iut/Foundation/ArithmeticGeometry/AbcTripleLegendreOddPrimeScaledReducedNodes/certificate.npcert	ok	NPA-CERT-0.3.0	NPA-Core-0.3.0	607	0	7	65	356	91	88	0
npa-project-iut/proofs/Proofs/Ai/Iut/Foundation/ArithmeticGeometry/AbcTripleLegendreOddPrimeSupportedCaseGenuineTateQSemistableTraceSynchronization/certificate.npcert	ok	NPA-CERT-0.3.0	NPA-Core-0.3.0	91	0	9	11	53	9	9	0
npa-project-iut/proofs/Proofs/Ai/Iut/Foundation/ArithmeticGeometry/AbcTripleLegendreOddPrimeTateQOrderSynchronization/certificate.npcert	ok	NPA-CERT-0.3.0	NPA-Core-0.3.0	292	1	18	23	193	27	30	0
npa-project-iut/proofs/Proofs/Ai/Iut/Foundation/ArithmeticGeometry/AbcTripleLegendrePointIndexedCompleteFiniteArithmeticTraceDegreeSynchronization/certificate.npcert	ok	NPA-CERT-0.3.0	NPA-Core-0.3.0	737	1	15	43	525	70	83	0
npa-project-iut/proofs/Proofs/Ai/Iut/Foundation/ArithmeticGeometry/AbcTripleLegendrePointIndexedNormalizedAllPlaceArithmeticTraceDegreeSynchronization/certificate.npcert	ok	NPA-CERT-0.3.0	NPA-Core-0.3.0	660	1	16	48	496	50	49	0
npa-project-iut/proofs/Proofs/Ai/Iut/Foundation/ArithmeticGeometry/AbcTripleLegendrePointIndexedNormalizedAllPlaceArithmeticTraceWithTwoAdicException/certificate.npcert	ok	NPA-CERT-0.3.0	NPA-Core-0.3.0	862	1	17	58	584	94	108	0
npa-project-iut/proofs/Proofs/Ai/Iut/Foundation/ArithmeticGeometry/AbcTripleLegendrePointIndexedTwoAdicArithmeticTraceCompletion/certificate.npcert	ok	NPA-CERT-0.3.0	NPA-Core-0.3.0	592	1	16	53	397	79	46	0
npa-project-iut/proofs/Proofs/Ai/Iut/Foundation/ArithmeticGeometry/AbcTripleLegendreRawCoordinateBoxSixfoldHeightQProductBound/certificate.npcert	ok	NPA-CERT-0.3.0	NPA-Core-0.3.0	303	1	13	36	173	39	41	0
npa-project-iut/proofs/Proofs/Ai/Iut/Foundation/ArithmeticGeometry/AbcTripleLegendreRawCoordinateBoxSixfoldQProductDifferentConductorBound/certificate.npcert	ok	NPA-CERT-0.3.0	NPA-Core-0.3.0	450	1	15	58	253	66	57	0
npa-project-iut/proofs/Proofs/Ai/Iut/Foundation/ArithmeticGeometry/AbcTripleLegendreReciprocalJEncodedAwayTwoAdicTraceConcatenation/certificate.npcert	ok	NPA-CERT-0.3.0	NPA-Core-0.3.0	426	1	23	56	286	30	30	0
npa-project-iut/proofs/Proofs/Ai/Iut/Foundation/ArithmeticGeometry/AbcTripleLegendreReciprocalJEncodedAwayTwoAdicTraceHeightContributionBound/certificate.npcert	ok	NPA-CERT-0.3.0	NPA-Core-0.3.0	257	0	13	30	132	41	41	0
npa-project-iut/proofs/Proofs/Ai/Iut/Foundation/ArithmeticGeometry/AbcTripleLegendreReciprocalJEncodedTraceConductorRadicalProduct/certificate.npcert	ok	NPA-CERT-0.3.0	NPA-Core-0.3.0	437	0	16	40	307	59	15	0
npa-project-iut/proofs/Proofs/Ai/Iut/Foundation/ArithmeticGeometry/AbcTripleLegendreSixfoldQProductUniformEstimateComposition/certificate.npcert	ok	NPA-CERT-0.3.0	NPA-Core-0.3.0	985	1	19	71	718	93	83	0
npa-project-iut/proofs/Proofs/Ai/Iut/Foundation/ArithmeticGeometry/AbcTripleLegendreSixfoldQProductUniformEstimateEndpoint/certificate.npcert	ok	NPA-CERT-0.3.0	NPA-Core-0.3.0	94	1	10	14	42	3	24	0
npa-project-iut/proofs/Proofs/Ai/Iut/Foundation/ArithmeticGeometry/AbcTripleLegendreSixfoldRationalDifferentConductorNormalization/certificate.npcert	ok	NPA-CERT-0.3.0	NPA-Core-0.3.0	658	1	14	60	385	82	116	0
npa-project-iut/proofs/Proofs/Ai/Iut/Foundation/ArithmeticGeometry/AbcTripleLegendreTateJEncodedLocalQOrderDivisorProfile/certificate.npcert	ok	NPA-CERT-0.3.0	NPA-Core-0.3.0	443	1	19	80	270	36	37	0
npa-project-iut/proofs/Proofs/Ai/Iut/Foundation/ArithmeticGeometry/AbcTripleLegendreTwoAdicDirectTateQSemistableTraceSynchronization/certificate.npcert	ok	NPA-CERT-0.3.0	NPA-Core-0.3.0	368	1	23	49	234	30	31	0
npa-project-iut/proofs/Proofs/Ai/Iut/Foundation/ArithmeticGeometry/AbcTripleLegendreTwoAdicGenuineTateQSemistableTraceSynchronization/certificate.npcert	ok	NPA-CERT-0.3.0	NPA-Core-0.3.0	469	1	23	55	293	42	55	0
npa-project-iut/proofs/Proofs/Ai/Iut/Foundation/ArithmeticGeometry/AbcTripleLegendreTwoAdicReductionCalculationGenuineTateQSemistableTraceSynchronization/certificate.npcert	ok	NPA-CERT-0.3.0	NPA-Core-0.3.0	195	1	24	25	97	24	24	0
npa-project-iut/proofs/Proofs/Ai/Iut/Foundation/ArithmeticGeometry/AbcTripleLegendreTwoAdicTateQResidualOrderSynchronization/certificate.npcert	ok	NPA-CERT-0.3.0	NPA-Core-0.3.0	486	1	29	51	315	46	44	0
npa-project-iut/proofs/Proofs/Ai/Iut/Foundation/ArithmeticGeometry/AbcTripleLegendreUnrestrictedSixfoldHeightQProductUniformEstimateImpossibility/certificate.npcert	ok	NPA-CERT-0.3.0	NPA-Core-0.3.0	1386	1	11	103	1032	120	119	0
npa-project-iut/proofs/Proofs/Ai/Iut/Foundation/ArithmeticGeometry/AbcTripleLegendreWeightedQExcessUniformEstimateEndpoint/certificate.npcert	ok	NPA-CERT-0.3.0	NPA-Core-0.3.0	282	1	16	35	173	24	33	0
npa-project-iut/proofs/Proofs/Ai/Iut/Foundation/ArithmeticGeometry/AbcTripleProjectiveCoordinateHeight/certificate.npcert	ok	NPA-CERT-0.3.0	NPA-Core-0.3.0	289	1	7	30	163	44	44	0
npa-project-iut/proofs/Proofs/Ai/Iut/Foundation/ArithmeticGeometry/AbcTripleProjectiveThreePointOpenCurveMap/certificate.npcert	ok	NPA-CERT-0.3.0	NPA-Core-0.3.0	394	3	11	39	212	66	63	0
npa-project-iut/proofs/Proofs/Ai/Iut/Foundation/ArithmeticGeometry/AbcTripleRationalFieldDifferent/certificate.npcert	ok	NPA-CERT-0.3.0	NPA-Core-0.3.0	142	1	8	28	57	24	24	0
npa-project-iut/proofs/Proofs/Ai/Iut/Foundation/ArithmeticGeometry/AbcTripleThreePointConductorRadicalSupport/certificate.npcert	ok	NPA-CERT-0.3.0	NPA-Core-0.3.0	484	1	10	38	254	86	95	0
npa-project-iut/proofs/Proofs/Ai/Iut/Foundation/ArithmeticGeometry/AbcTripleThreePointReducedConductorInputBridge/certificate.npcert	ok	NPA-CERT-0.3.0	NPA-Core-0.3.0	186	0	7	19	112	28	20	0
npa-project-iut/proofs/Proofs/Ai/Iut/Foundation/ArithmeticGeometry/AbcTripleThreePointReducedCoordinates/certificate.npcert	ok	NPA-CERT-0.3.0	NPA-Core-0.3.0	298	1	11	28	162	49	47	0
npa-project-iut/proofs/Proofs/Ai/Iut/Foundation/ArithmeticGeometry/AffineSchemesMorphisms/certificate.npcert	ok	NPA-CERT-0.3.0	NPA-Core-0.3.0	609	2	9	58	287	93	160	0
npa-project-iut/proofs/Proofs/Ai/Iut/Foundation/ArithmeticGeometry/AffinoidSpectrumFragment/certificate.npcert	ok	NPA-CERT-0.3.0	NPA-Core-0.3.0	471	2	10	89	196	45	129	0
npa-project-iut/proofs/Proofs/Ai/Iut/Foundation/ArithmeticGeometry/AnabelianFoundationalClosureAudit/certificate.npcert	ok	NPA-CERT-0.3.0	NPA-Core-0.3.0	180	2	8	50	86	2	32	0
npa-project-iut/proofs/Proofs/Ai/Iut/Foundation/ArithmeticGeometry/AnabelioidsConcreteExamples/certificate.npcert	ok	NPA-CERT-0.3.0	NPA-Core-0.3.0	287	2	9	57	150	6	63	0
npa-project-iut/proofs/Proofs/Ai/Iut/Foundation/ArithmeticGeometry/AnalyticDiscsAnnuli/certificate.npcert	ok	NPA-CERT-0.3.0	NPA-Core-0.3.0	228	2	8	42	86	19	71	0
npa-project-iut/proofs/Proofs/Ai/Iut/Foundation/ArithmeticGeometry/AnalyticGroupsQuotientPresentations/certificate.npcert	ok	NPA-CERT-0.3.0	NPA-Core-0.3.0	336	2	9	47	149	37	92	0
npa-project-iut/proofs/Proofs/Ai/Iut/Foundation/ArithmeticGeometry/ArithmeticFundamentalExactSequence/certificate.npcert	ok	NPA-CERT-0.3.0	NPA-Core-0.3.0	402	2	26	56	192	20	106	0
npa-project-iut/proofs/Proofs/Ai/Iut/Foundation/ArithmeticGeometry/BasepointChangePolyIso/certificate.npcert	ok	NPA-CERT-0.3.0	NPA-Core-0.3.0	288	2	18	33	129	24	82	0
npa-project-iut/proofs/Proofs/Ai/Iut/Foundation/ArithmeticGeometry/BerkovichAnalyticCurveTopology/certificate.npcert	ok	NPA-CERT-0.3.0	NPA-Core-0.3.0	236	2	19	43	95	6	71	0
npa-project-iut/proofs/Proofs/Ai/Iut/Foundation/ArithmeticGeometry/CartierWeilDivisors/certificate.npcert	ok	NPA-CERT-0.3.0	NPA-Core-0.3.0	468	2	8	57	217	50	134	0
npa-project-iut/proofs/Proofs/Ai/Iut/Foundation/ArithmeticGeometry/ConjugateSynchronization/certificate.npcert	ok	NPA-CERT-0.3.0	NPA-Core-0.3.0	197	2	3	79	75	3	35	0
npa-project-iut/proofs/Proofs/Ai/Iut/Foundation/ArithmeticGeometry/Cuspidalization/certificate.npcert	ok	NPA-CERT-0.3.0	NPA-Core-0.3.0	386	2	28	81	168	3	104	0
npa-project-iut/proofs/Proofs/Ai/Iut/Foundation/ArithmeticGeometry/CuspidalizationFunctoriality/certificate.npcert	ok	NPA-CERT-0.3.0	NPA-Core-0.3.0	206	2	11	48	93	8	44	0
npa-project-iut/proofs/Proofs/Ai/Iut/Foundation/ArithmeticGeometry/DPrimeStrips/certificate.npcert	ok	NPA-CERT-0.3.0	NPA-Core-0.3.0	194	2	3	79	74	2	34	0
npa-project-iut/proofs/Proofs/Ai/Iut/Foundation/ArithmeticGeometry/EllipticCurvesGroupLaw/certificate.npcert	ok	NPA-CERT-0.3.0	NPA-Core-0.3.0	397	2	7	55	169	51	113	0
npa-project-iut/proofs/Proofs/Ai/Iut/Foundation/ArithmeticGeometry/EtaleCuspDecompositionInertiaData/certificate.npcert	ok	NPA-CERT-0.3.0	NPA-Core-0.3.0	559	2	8	76	220	109	144	0
npa-project-iut/proofs/Proofs/Ai/Iut/Foundation/ArithmeticGeometry/EtaleFundamentalGroup/certificate.npcert	ok	NPA-CERT-0.3.0	NPA-Core-0.3.0	290	2	16	35	144	20	73	0
npa-project-iut/proofs/Proofs/Ai/Iut/Foundation/ArithmeticGeometry/EtaleThetaEvaluationMap/certificate.npcert	ok	NPA-CERT-0.3.0	NPA-Core-0.3.0	91	2	3	30	31	2	23	0
npa-project-iut/proofs/Proofs/Ai/Iut/Foundation/ArithmeticGeometry/EtaleThetaEvaluationNaturality/certificate.npcert	ok	NPA-CERT-0.3.0	NPA-Core-0.3.0	95	1	3	22	33	12	24	0
npa-project-iut/proofs/Proofs/Ai/Iut/Foundation/ArithmeticGeometry/EtaleThetaGaloisActionOnValues/certificate.npcert	ok	NPA-CERT-0.3.0	NPA-Core-0.3.0	125	2	3	34	47	9	30	0
npa-project-iut/proofs/Proofs/Ai/Iut/Foundation/ArithmeticGeometry/EtaleThetaGaussianDivisorData/certificate.npcert	ok	NPA-CERT-0.3.0	NPA-Core-0.3.0	77	2	5	29	24	2	15	0
npa-project-iut/proofs/Proofs/Ai/Iut/Foundation/ArithmeticGeometry/EtaleThetaGlobalGaussianFrobenioid/certificate.npcert	ok	NPA-CERT-0.3.0	NPA-Core-0.3.0	73	2	3	27	24	2	15	0
npa-project-iut/proofs/Proofs/Ai/Iut/Foundation/ArithmeticGeometry/EtaleThetaKummerClass/certificate.npcert	ok	NPA-CERT-0.3.0	NPA-Core-0.3.0	132	2	3	42	52	5	28	0
npa-project-iut/proofs/Proofs/Ai/Iut/Foundation/ArithmeticGeometry/EtaleThetaKummerCocycle/certificate.npcert	ok	NPA-CERT-0.3.0	NPA-Core-0.3.0	106	2	3	30	37	8	26	0
npa-project-iut/proofs/Proofs/Ai/Iut/Foundation/ArithmeticGeometry/EtaleThetaMonoThetaEnvironment/certificate.npcert	ok	NPA-CERT-0.3.0	NPA-Core-0.3.0	80	2	3	27	31	2	15	0
npa-project-iut/proofs/Proofs/Ai/Iut/Foundation/ArithmeticGeometry/EtaleThetaMonoThetaReconstruction/certificate.npcert	ok	NPA-CERT-0.3.0	NPA-Core-0.3.0	81	2	3	33	26	2	15	0
npa-project-iut/proofs/Proofs/Ai/Iut/Foundation/ArithmeticGeometry/EtaleThetaMultiradialityPrecursor/certificate.npcert	ok	NPA-CERT-0.3.0	NPA-Core-0.3.0	69	1	3	29	19	2	15	0
npa-project-iut/proofs/Proofs/Ai/Iut/Foundation/ArithmeticGeometry/EtaleThetaRigidity/certificate.npcert	ok	NPA-CERT-0.3.0	NPA-Core-0.3.0	77	1	3	28	27	2	16	0
npa-project-iut/proofs/Proofs/Ai/Iut/Foundation/ArithmeticGeometry/EtaleThetaSourceDefinitions/certificate.npcert	ok	NPA-CERT-0.3.0	NPA-Core-0.3.0	266	2	19	58	107	12	68	0
npa-project-iut/proofs/Proofs/Ai/Iut/Foundation/ArithmeticGeometry/EtaleThetaTemperedGaussianFrobenioid/certificate.npcert	ok	NPA-CERT-0.3.0	NPA-Core-0.3.0	73	2	3	27	24	2	15	0
npa-project-iut/proofs/Proofs/Ai/Iut/Foundation/ArithmeticGeometry/FPrimeStrips/certificate.npcert	ok	NPA-CERT-0.3.0	NPA-Core-0.3.0	248	2	3	89	105	2	47	0
npa-project-iut/proofs/Proofs/Ai/Iut/Foundation/ArithmeticGeometry/FiberFunctorExactConservative/certificate.npcert	ok	NPA-CERT-0.3.0	NPA-Core-0.3.0	213	1	8	30	106	23	45	0
npa-project-iut/proofs/Proofs/Ai/Iut/Foundation/ArithmeticGeometry/FiberProducts/certificate.npcert	ok	NPA-CERT-0.3.0	NPA-Core-0.3.0	573	2	14	33	294	88	142	0
npa-project-iut/proofs/Proofs/Ai/Iut/Foundation/ArithmeticGeometry/FiniteCharacteristicQuotientCompatibility/certificate.npcert	ok	NPA-CERT-0.3.0	NPA-Core-0.3.0	299	2	16	47	141	14	79	0
npa-project-iut/proofs/Proofs/Ai/Iut/Foundation/ArithmeticGeometry/FiniteEtaleAlgebras/certificate.npcert	ok	NPA-CERT-0.3.0	NPA-Core-0.3.0	250	2	7	60	127	6	48	0
npa-project-iut/proofs/Proofs/Ai/Iut/Foundation/ArithmeticGeometry/FiniteEtaleCoverCategory/certificate.npcert	ok	NPA-CERT-0.3.0	NPA-Core-0.3.0	265	2	12	33	119	30	69	0
npa-project-iut/proofs/Proofs/Ai/Iut/Foundation/ArithmeticGeometry/FiniteEtaleSmoothMorphisms/certificate.npcert	ok	NPA-CERT-0.3.0	NPA-Core-0.3.0	377	2	11	27	125	89	123	0
npa-project-iut/proofs/Proofs/Ai/Iut/Foundation/ArithmeticGeometry/FiniteEtaleSpecKSeparableExtensions/certificate.npcert	ok	NPA-CERT-0.3.0	NPA-Core-0.3.0	281	2	12	54	127	16	70	0
npa-project-iut/proofs/Proofs/Ai/Iut/Foundation/ArithmeticGeometry/FormalEisensteinSeriesWeightFourCubedCoefficientConvolution/certificate.npcert	ok	NPA-CERT-0.3.0	NPA-Core-0.3.0	2637	1	10	94	2036	300	196	0
npa-project-iut/proofs/Proofs/Ai/Iut/Foundation/ArithmeticGeometry/FormalEisensteinSeriesWeightFourCubedCubicCoefficientBridge/certificate.npcert	ok	NPA-CERT-0.3.0	NPA-Core-0.3.0	251	0	0	62	189	0	0	0
npa-project-iut/proofs/Proofs/Ai/Iut/Foundation/ArithmeticGeometry/FormalEisensteinSeriesWeightFourCubedQuadraticNaturalJetBridge/certificate.npcert	ok	NPA-CERT-0.3.0	NPA-Core-0.3.0	143	0	2	32	104	2	3	0
npa-project-iut/proofs/Proofs/Ai/Iut/Foundation/ArithmeticGeometry/FormalEisensteinSeriesWeightFourCubedSecondOrderJetConvolutionBridge/certificate.npcert	ok	NPA-CERT-0.3.0	NPA-Core-0.3.0	369	0	2	53	301	7	6	0
npa-project-iut/proofs/Proofs/Ai/Iut/Foundation/ArithmeticGeometry/FormalEisensteinSeriesWeightFourDivisorCubeCoefficients/certificate.npcert	ok	NPA-CERT-0.3.0	NPA-Core-0.3.0	340	0	5	34	234	39	28	0
npa-project-iut/proofs/Proofs/Ai/Iut/Foundation/ArithmeticGeometry/FormalPowerSeriesConvolutionCubicPrefix/certificate.npcert	ok	NPA-CERT-0.3.0	NPA-Core-0.3.0	410	0	12	27	315	29	27	0
npa-project-iut/proofs/Proofs/Ai/Iut/Foundation/ArithmeticGeometry/FormalPowerSeriesConvolutionSmallPrefixes/certificate.npcert	ok	NPA-CERT-0.3.0	NPA-Core-0.3.0	101	0	3	17	71	6	4	0
npa-project-iut/proofs/Proofs/Ai/Iut/Foundation/ArithmeticGeometry/FormalQTateJHigherCoefficientTailRationalTwoAdicPartialLaurentBridge/certificate.npcert	ok	NPA-CERT-0.3.0	NPA-Core-0.3.0	162	1	2	31	82	27	19	0
npa-project-iut/proofs/Proofs/Ai/Iut/Foundation/ArithmeticGeometry/FormalTateJAllDegreePartialLaurentSumsRationalCauchyCompletion/certificate.npcert	ok	NPA-CERT-0.3.0	NPA-Core-0.3.0	107	0	3	23	63	11	7	0
npa-project-iut/proofs/Proofs/Ai/Iut/Foundation/ArithmeticGeometry/FormalTateJAllDegreeRegularPartialSumsRationalCauchyCompletion/certificate.npcert	ok	NPA-CERT-0.3.0	NPA-Core-0.3.0	138	0	5	26	77	17	13	0
npa-project-iut/proofs/Proofs/Ai/Iut/Foundation/ArithmeticGeometry/FormalTateJDiagonalTruncationQuotientCoefficientStream/certificate.npcert	ok	NPA-CERT-0.3.0	NPA-Core-0.3.0	92	0	3	23	54	6	6	0
npa-project-iut/proofs/Proofs/Ai/Iut/Foundation/ArithmeticGeometry/FormalTateJDiagonalTruncationQuotientSecondCoefficientIdentification/certificate.npcert	ok	NPA-CERT-0.3.0	NPA-Core-0.3.0	220	0	0	52	168	0	0	0
npa-project-iut/proofs/Proofs/Ai/Iut/Foundation/ArithmeticGeometry/FormalTateJDiagonalTruncationQuotientThirdCoefficientIdentification/certificate.npcert	ok	NPA-CERT-0.3.0	NPA-Core-0.3.0	315	0	5	60	237	9	4	0
npa-project-iut/proofs/Proofs/Ai/Iut/Foundation/ArithmeticGeometry/FormalTateJFourthAndHigherCoefficientPositivityBridge/certificate.npcert	ok	NPA-CERT-0.3.0	NPA-Core-0.3.0	98	1	3	23	48	13	10	0
npa-project-iut/proofs/Proofs/Ai/Iut/Foundation/ArithmeticGeometry/FormalTateJInitialCoefficientIdentification/certificate.npcert	ok	NPA-CERT-0.3.0	NPA-Core-0.3.0	31	0	0	13	18	0	0	0
npa-project-iut/proofs/Proofs/Ai/Iut/Foundation/ArithmeticGeometry/FormalTateJLaurentPresentationThreePointTwoAdicCarrierAdapter/certificate.npcert	ok	NPA-CERT-0.3.0	NPA-Core-0.3.0	156	0	4	33	88	20	11	0
npa-project-iut/proofs/Proofs/Ai/Iut/Foundation/ArithmeticGeometry/FormalTateJReciprocalRegularUnitCoefficientStream/certificate.npcert	ok	NPA-CERT-0.3.0	NPA-Core-0.3.0	2081	0	9	186	1695	125	66	0
npa-project-iut/proofs/Proofs/Ai/Iut/Foundation/ArithmeticGeometry/FormalTateJRegularFactorLaurentShiftPresentation/certificate.npcert	ok	NPA-CERT-0.3.0	NPA-Core-0.3.0	159	2	5	27	85	20	20	0
npa-project-iut/proofs/Proofs/Ai/Iut/Foundation/ArithmeticGeometry/FormalTateJSecondCoefficientNaturalArithmetic/certificate.npcert	ok	NPA-CERT-0.3.0	NPA-Core-0.3.0	258	0	1	43	208	6	0	0
npa-project-iut/proofs/Proofs/Ai/Iut/Foundation/ArithmeticGeometry/FormalTateJSecondCoefficientSignedArithmetic/certificate.npcert	ok	NPA-CERT-0.3.0	NPA-Core-0.3.0	100	0	0	25	75	0	0	0
npa-project-iut/proofs/Proofs/Ai/Iut/Foundation/ArithmeticGeometry/FormalTateJSecondRegularCoefficientIdentification/certificate.npcert	ok	NPA-CERT-0.3.0	NPA-Core-0.3.0	77	0	2	23	44	4	4	0
npa-project-iut/proofs/Proofs/Ai/Iut/Foundation/ArithmeticGeometry/FormalTateJSignedAllDegreeRationalTwoAdicLaurentCauchyCompletion/certificate.npcert	ok	NPA-CERT-0.3.0	NPA-Core-0.3.0	72	1	2	22	35	6	6	0
npa-project-iut/proofs/Proofs/Ai/Iut/Foundation/ArithmeticGeometry/FormalTateJSignedAllDegreeRationalTwoAdicRegularPartialSumCauchyCompletion/certificate.npcert	ok	NPA-CERT-0.3.0	NPA-Core-0.3.0	138	1	8	17	73	20	19	0
npa-project-iut/proofs/Proofs/Ai/Iut/Foundation/ArithmeticGeometry/FormalTateJSignedAllDegreeRationalTwoAdicRegularPartialSumSuccessorClose/certificate.npcert	ok	NPA-CERT-0.3.0	NPA-Core-0.3.0	132	0	4	27	82	11	8	0
npa-project-iut/proofs/Proofs/Ai/Iut/Foundation/ArithmeticGeometry/FormalTateJSignedAllDegreeRationalTwoAdicRegularTermOrderGrowth/certificate.npcert	ok	NPA-CERT-0.3.0	NPA-Core-0.3.0	206	1	6	35	119	22	23	0
npa-project-iut/proofs/Proofs/Ai/Iut/Foundation/ArithmeticGeometry/FormalTateJSignedPositiveTailRationalTwoAdicLaurentComparison/certificate.npcert	ok	NPA-CERT-0.3.0	NPA-Core-0.3.0	487	1	8	67	345	40	26	0
npa-project-iut/proofs/Proofs/Ai/Iut/Foundation/ArithmeticGeometry/FormalTateJThirdCoefficientNaturalArithmetic/certificate.npcert	ok	NPA-CERT-0.3.0	NPA-Core-0.3.0	750	0	10	58	604	47	31	0
npa-project-iut/proofs/Proofs/Ai/Iut/Foundation/ArithmeticGeometry/FormalTateJThirdCoefficientSignedArithmetic/certificate.npcert	ok	NPA-CERT-0.3.0	NPA-Core-0.3.0	271	0	7	37	211	10	6	0
npa-project-iut/proofs/Proofs/Ai/Iut/Foundation/ArithmeticGeometry/FormalUnitSeriesQuotientCoefficientRecurrence/certificate.npcert	ok	NPA-CERT-0.3.0	NPA-Core-0.3.0	234	1	5	23	130	42	33	0
npa-project-iut/proofs/Proofs/Ai/Iut/Foundation/ArithmeticGeometry/FormalUnitSeriesQuotientCoefficientStreamCoherence/certificate.npcert	ok	NPA-CERT-0.3.0	NPA-Core-0.3.0	170	1	7	18	92	28	24	0
npa-project-iut/proofs/Proofs/Ai/Iut/Foundation/ArithmeticGeometry/GaloisCategoryReconstruction/certificate.npcert	ok	NPA-CERT-0.3.0	NPA-Core-0.3.0	294	2	11	34	143	27	77	0
npa-project-iut/proofs/Proofs/Ai/Iut/Foundation/ArithmeticGeometry/GenEllAbcSourceLock/certificate.npcert	ok	NPA-CERT-0.3.0	NPA-Core-0.3.0	169	2	5	56	78	8	20	0
npa-project-iut/proofs/Proofs/Ai/Iut/Foundation/ArithmeticGeometry/GenEllAffineChartProjectiveThreePointGaloisAction/certificate.npcert	ok	NPA-CERT-0.3.0	NPA-Core-0.3.0	821	3	24	24	509	110	151	0
npa-project-iut/proofs/Proofs/Ai/Iut/Foundation/ArithmeticGeometry/GenEllBaseEmbeddedProjectiveThreePointGaloisInvariance/certificate.npcert	ok	NPA-CERT-0.3.0	NPA-Core-0.3.0	248	2	16	10	122	36	62	0
npa-project-iut/proofs/Proofs/Ai/Iut/Foundation/ArithmeticGeometry/GenEllBaseFieldRankOneLocalGaloisActionRealization/certificate.npcert	ok	NPA-CERT-0.3.0	NPA-Core-0.3.0	364	2	11	29	195	60	67	0
npa-project-iut/proofs/Proofs/Ai/Iut/Foundation/ArithmeticGeometry/GenEllBelyiCompactImagePresentation/certificate.npcert	ok	NPA-CERT-0.3.0	NPA-Core-0.3.0	1171	3	45	19	539	229	336	0
npa-project-iut/proofs/Proofs/Ai/Iut/Foundation/ArithmeticGeometry/GenEllBelyiImageFieldDegreeNonincreaseAggregation/certificate.npcert	ok	NPA-CERT-0.3.0	NPA-Core-0.3.0	1018	2	43	31	602	160	180	0
